Keyboard Input,Range0,Range1,Range2,Range3,Range4,Range5,Range6,Range7,Range8,Range9,Range10,Range11,Range12,Range13,Range14,Range15,Range16,Range17,Range18,Range19,Range20,Range21,Range22,Range23,Range24,Range25,Range26,Range27,Range28,Range29,Range30,Range31,Range32,Range33,Range34,Range35,Range36,Range37,Range38,Range39,Range40,Range41,Range42,Range43,Range44,Range45,Range46,Range47,Range48,Range49,Range50,Range51,Range52,Range53,Range54,Range55,Range56,Range57,Range58,Range59,Range60,Range61,Range62,Range63,Range64,Range65,Range66,Range67,Range68,Range69,Range70,Range71,Range72,Range73,Range74,Range75,Range76,Range77,Range78,Range79,Range80,Range81,Range82,Range83,Range84,Range85,Range86,Range87,Range88,Range89,Range90,Range91,Range92,Range93,Range94,Range95,Range96,Range97,Range98,Range99,Range100,Range101,Range102,Range103,Range104,Range105,Range106,Range107,Range108,Range109,Range110,Range111,Range112,Range113,Range114,Range115,Range116,Range117,Range118,Range119,Range120,Range121,Range122,Range123,Range124,Range125,Range126,Range127
,0.34422430396080017,0.33076202869415283,0.3185192346572876,0.30736270546913147,0.29717913269996643,0.28787440061569214,0.2793561816215515,0.2715495824813843,0.2644031345844269,0.2578553855419159,0.2518584728240967,0.24637043476104736,0.24135428667068481,0.2367829978466034,0.2266828715801239,0.2231462150812149,0.2199544459581375,0.21709097921848297,0.2145427018404007,0.20759306848049164,0.20578159391880035,0.2042461335659027,0.20297250151634216,0.19793812930583954,0.19728076457977295,0.19317393004894257,0.1930934339761734,0.1898222714662552,0.1870291531085968,0.1878039538860321,0.18575286865234375,0.18412713706493378,0.1823035031557083,0.1813768446445465,0.1807192862033844,0.1786111295223236,0.1784336119890213,0.1784990280866623,0.1770240068435669,0.17752502858638763,0.17642945051193237,0.17734816670417786,0.17660851776599884,0.17603375017642975,0.17561869323253632,0.17729808390140533,0.177211195230484,0.17727552354335785,0.17748884856700897,0.177850142121315,0.18047058582305908,0.18115846812725067,0.1819956749677658,0.1829831749200821,0.18412229418754578,0.18541495501995087,0.18686401844024658,0.18847255408763885,0.19024410843849182,0.19218319654464722,0.1942945122718811,0.19658340513706207,0.19905677437782288,0.2017214596271515,0.2045849710702896,0.20765624940395355,0.21094436943531036,0.2144600749015808,0.21821458637714386,0.22222037613391876,0.22649171948432922,0.23104365170001984,0.23589247465133667,0.24105677008628845,0.24655605852603912,0.2524125576019287,0.258650004863739,0.2652946412563324,0.27728909254074097,0.28506845235824585,0.2933700680732727,0.3022344708442688,0.31170663237571716,0.328346848487854,0.33955028653144836,0.3515617549419403,0.36445382237434387,0.3868204951286316,0.3870975971221924,0.37903910875320435,0.3788798749446869,0.37246254086494446,0.3669799864292145,0.36850130558013916,0.36447620391845703,0.36128681898117065,0.35771235823631287,0.35589468479156494,0.354604572057724,0.3504679799079895,0.35011985898017883,0.35024890303611755,0.34735482931137085,0.3483380377292633,0.3461883068084717,0.3479917645454407,0.3465406000614166,0.34541285037994385,0.34459859132766724,0.34789422154426575,0.34772369265556335,0.34785011410713196,0.34826937317848206,0.34897851943969727,0.3541205823421478,0.3554705083370209,0.35711348056793213,0.359051376581192,0.36128681898117065,0.36382392048835754,0.36666762828826904,0.36982405185699463,0.37330055236816406,0.3771054446697235,0.3812486231327057,0.38574090600013733,0.39059460163116455,0.39582350850105286
,0.34432554244995117,0.3308623731136322,0.31861841678619385,0.3074609041213989,0.2972761392593384,0.28797316551208496,0.27945277094841003,0.27164778113365173,0.2644995152950287,0.2579535245895386,0.25195497274398804,0.24646836519241333,0.24145081639289856,0.2368708699941635,0.22676566243171692,0.22322800755500793,0.2200337052345276,0.217169389128685,0.21462203562259674,0.2076779454946518,0.20586569607257843,0.20432409644126892,0.20305022597312927,0.19801664352416992,0.19735334813594818,0.19324718415737152,0.19316637516021729,0.1898970901966095,0.18710112571716309,0.18787938356399536,0.18582642078399658,0.18419842422008514,0.18236494064331055,0.18143878877162933,0.18078142404556274,0.17867262661457062,0.17849545180797577,0.17856158316135406,0.17708635330200195,0.17758795619010925,0.17649240791797638,0.17741219699382782,0.17667256295681,0.1760978102684021,0.17568296194076538,0.1773635298013687,0.17727674543857574,0.17734147608280182,0.17755571007728577,0.17791752517223358,0.18053951859474182,0.18122798204421997,0.1820659190416336,0.183054119348526,0.18419411778450012,0.18548786640167236,0.18693798780441284,0.1885475069284439,0.19032029807567596,0.19226080179214478,0.19437351822853088,0.19666413962841034,0.19913913309574127,0.20180536806583405,0.2046707421541214,0.20774371922016144,0.2110339254140854,0.2145516574382782,0.21830858290195465,0.22231753170490265,0.22659161686897278,0.23114624619483948,0.23599818348884583,0.24116545915603638,0.24666830897331238,0.25252828001976013,0.25876981019973755,0.2654191255569458,0.27742162346839905,0.2852061688899994,0.29351377487182617,0.30238425731658936,0.3118632733821869,0.32851555943489075,0.339726984500885,0.35174673795700073,0.3646482229232788,0.38703209161758423,0.3883233368396759,0.3802417814731598,0.3800828754901886,0.3736465573310852,0.3681486248970032,0.36967504024505615,0.36563920974731445,0.3624405264854431,0.3588477671146393,0.357025146484375,0.3557318150997162,0.35158246755599976,0.3512340784072876,0.35136452317237854,0.34846165776252747,0.3494489789009094,0.34729287028312683,0.34910309314727783,0.34764784574508667,0.34651705622673035,0.3457007110118866,0.3490080237388611,0.34883755445480347,0.34896495938301086,0.34938621520996094,0.35009825229644775,0.35525813698768616,0.35661306977272034,0.3582620918750763,0.3602069020271301,0.36245033144950867,0.36499637365341187,0.36785000562667847,0.3710174858570099,0.3745060861110687,0.37832415103912354,0.3824816346168518,0.38698941469192505,0.39185985922813416,0.39710670709609985
,0.3448621928691864,0.331377774477005,0.319115549325943,0.3079420030117035,0.29774194955825806,0.28842708468437195,0.279894083738327,0.27207693457603455,0.2649180591106415,0.2583659589290619,0.2523583471775055,0.24685600399971008,0.2418309599161148,0.2372475564479828,0.22712570428848267,0.2235831320285797,0.22039128839969635,0.21752315759658813,0.21496492624282837,0.2080102115869522,0.206195667386055,0.20465372502803802,0.20337802171707153,0.19833534955978394,0.19767385721206665,0.19356121122837067,0.19348019361495972,0.19020414352416992,0.1874064803123474,0.18818172812461853,0.1861318200826645,0.18450023233890533,0.18266868591308594,0.18174077570438385,0.18108254671096802,0.17897027730941772,0.17879310250282288,0.17885936796665192,0.1773817092180252,0.17788419127464294,0.17678683996200562,0.17770826816558838,0.17696745693683624,0.17639172077178955,0.1759762167930603,0.17765995860099792,0.17757301032543182,0.17763790488243103,0.17785219848155975,0.1782146692276001,0.18084143102169037,0.18153104186058044,0.18237045407295227,0.18336030840873718,0.18450231850147247,0.1857985407114029,0.18725118041038513,0.18886347115039825,0.19063933193683624,0.1925830990076065,0.19469943642616272,0.19699393212795258,0.19947315752506256,0.20214390754699707,0.205014169216156,0.20809274911880493,0.21138861775398254,0.2149123102426529,0.2186756432056427,0.22269096970558167,0.2269723117351532,0.23153512179851532,0.23639540374279022,0.24157145619392395,0.24708370864391327,0.2529536485671997,0.2592058777809143,0.2658671736717224,0.27789026498794556,0.28568822145462036,0.2940100133419037,0.302895724773407,0.31239092350006104,0.32907190918922424,0.3403026759624481,0.35234400629997253,0.3652677834033966,0.3876904547214508,0.38916876912117004,0.38107040524482727,0.38091158866882324,0.3744618594646454,0.36895257234573364,0.3704826533794403,0.3664383292198181,0.3632332682609558,0.3596234619617462,0.35779714584350586,0.3565013110637665,0.3523431718349457,0.3519943356513977,0.352125346660614,0.3492163419723511,0.3502061367034912,0.3480455279350281,0.3498600423336029,0.3484017848968506,0.3472687005996704,0.3464508652687073,0.34976568818092346,0.3495950400829315,0.3497229516506195,0.3501453101634979,0.3508591055870056,0.3560306429862976,0.35738882422447205,0.35904163122177124,0.3609909415245056,0.36323949694633484,0.365791380405426,0.36865147948265076,0.3718261122703552,0.3753226101398468,0.37914934754371643,0.38331618905067444,0.3878341317176819,0.39271554350852966,0.3979741930961609
,0.3445967435836792,0.33112192153930664,0.3188687562942505,0.3077031672000885,0.2975107431411743,0.2882006764411926,0.27967479825019836,0.2718689739704132,0.26471519470214844,0.2581638991832733,0.2521612346172333,0.2466641068458557,0.2416432648897171,0.23706375062465668,0.22695554792881012,0.2234155833721161,0.2202177494764328,0.21735139191150665,0.21479646861553192,0.20785106718540192,0.2060379534959793,0.2044939398765564,0.2032192349433899,0.19817692041397095,0.19752104580402374,0.19341176748275757,0.19333115220069885,0.19005435705184937,0.1872597336769104,0.1880377233028412,0.1859821379184723,0.1843564808368683,0.1825287789106369,0.1816016435623169,0.18094372749328613,0.17883309721946716,0.17865583300590515,0.178722083568573,0.17724554240703583,0.17774762213230133,0.17665094137191772,0.1775716245174408,0.17683133482933044,0.1762562096118927,0.17584098875522614,0.1775231659412384,0.17743636667728424,0.1775011420249939,0.17771533131599426,0.17807750403881073,0.18070198595523834,0.18139109015464783,0.18222981691360474,0.18321900069713593,0.18436004221439362,0.18565471470355988,0.1871061623096466,0.18871718645095825,0.19049158692359924,0.19243361055850983,0.19454820454120636,0.1968410760164261,0.1993183195590973,0.20198704302310944,0.2048550248146057,0.20793083310127258,0.21122406423091888,0.21474508941173553,0.2185053825378418,0.22251763939857483,0.22679556906223297,0.23135443031787872,0.23621080815792084,0.24138286709785461,0.24689067900180817,0.25275611877441406,0.25900331139564514,0.26565876603126526,0.27767249941825867,0.2854641079902649,0.29377874732017517,0.30265727639198303,0.31214505434036255,0.32881274819374084,0.3400344252586365,0.3520652949810028,0.364978551864624,0.38738319277763367,0.38923245668411255,0.38113194704055786,0.38097262382507324,0.3745211362838745,0.369010329246521,0.37053948640823364,0.3664940595626831,0.36328810453414917,0.3596838116645813,0.35785695910453796,0.3565605878829956,0.35240164399147034,0.3520524501800537,0.35218319296836853,0.34927359223365784,0.35026320815086365,0.34810206294059753,0.34991654753685,0.3484579026699066,0.3473244607448578,0.3465062975883484,0.3498212993144989,0.34965044260025024,0.3497781455516815,0.3502003848552704,0.3509140908718109,0.35608601570129395,0.3574441969394684,0.3590970039367676,0.36104637384414673,0.3632950186729431,0.36584702134132385,0.3687072992324829,0.3718821704387665,0.3753788471221924,0.3792059123516083,0.38337305188179016,0.38789138197898865,0.3927731513977051,0.3980322778224945
,0.3444914221763611,0.3310193419456482,0.31876856088638306,0.30760571360588074,0.2974153459072113,0.28810611367225647,0.27958279848098755,0.2717820405960083,0.2646312415599823,0.25807985663414,0.2520791292190552,0.246586412191391,0.2415667325258255,0.23698647320270538,0.2268785983324051,0.2233399599790573,0.22014537453651428,0.2172800600528717,0.21472828090190887,0.207777738571167,0.20596502721309662,0.20442357659339905,0.20314963161945343,0.19811078906059265,0.19745685160160065,0.193351611495018,0.19327062368392944,0.1899971067905426,0.18720068037509918,0.18797628581523895,0.18592403829097748,0.18429702520370483,0.18247327208518982,0.18154650926589966,0.18088887631893158,0.1787787526845932,0.17860165238380432,0.17866800725460052,0.17719194293022156,0.17769372463226318,0.1765974760055542,0.17751803994178772,0.17677800357341766,0.17620281875133514,0.17578774690628052,0.17746953666210175,0.17738287150859833,0.17744767665863037,0.17766191065311432,0.17802399396896362,0.18064752221107483,0.18133655190467834,0.18217505514621735,0.18316404521465302,0.18430478870868683,0.1855991780757904,0.1870502382516861,0.18866093456745148,0.19043482840061188,0.19237641990184784,0.1944904625415802,0.19678270816802979,0.19925925135612488,0.20192696154117584,0.20479413866996765,0.2078692466020584,0.2111615240573883,0.21468177437782288,0.21844103932380676,0.2224518358707428,0.22672857344150543,0.23128631711006165,0.23614130914211273,0.24131208658218384,0.24681836366653442,0.25268176198005676,0.25892722606658936,0.2655809819698334,0.2775914669036865,0.2853809893131256,0.293693482875824,0.30256959795951843,0.31205421686172485,0.32871758937835693,0.33993619680404663,0.3519640564918518,0.36487382650375366,0.3872717320919037,0.3893987834453583,0.381295382976532,0.38113629817962646,0.37468236684799194,0.3691696226596832,0.37070056796073914,0.36665359139442444,0.363446444272995,0.35984888672828674,0.35802125930786133,0.356724351644516,0.3525634706020355,0.35221418738365173,0.3523450195789337,0.34943413734436035,0.35042425990104675,0.34826216101646423,0.3500775098800659,0.3486182391643524,0.347484290599823,0.34666579961776733,0.3499823808670044,0.34981146454811096,0.3499393165111542,0.35036179423332214,0.35107582807540894,0.35625022649765015,0.3576090335845947,0.3592626452445984,0.36121299862861633,0.3634627163410187,0.3660159409046173,0.3688775897026062,0.37205395102500916,0.37555232644081116,0.3793811798095703,0.38355034589767456,0.3880707621574402,0.39295488595962524,0.39821651577949524
,0.34445273876190186,0.330983430147171,0.31873422861099243,0.3075719177722931,0.2973828613758087,0.28806665539741516,0.2795431911945343,0.2717394530773163,0.2645885944366455,0.2580312192440033,0.25203055143356323,0.2465461939573288,0.24152660369873047,0.2369420975446701,0.22683726251125336,0.22329874336719513,0.22010476887226105,0.2172394096851349,0.21469007432460785,0.20773731172084808,0.2059246152639389,0.20438852906227112,0.20311421155929565,0.19807352125644684,0.19741593301296234,0.19330807030200958,0.19322718679904938,0.18995587527751923,0.18716049194335938,0.18793730437755585,0.18588516116142273,0.1842595487833023,0.182424858212471,0.1814982146024704,0.18084058165550232,0.17873115837574005,0.1785539984703064,0.1786198914051056,0.1771441400051117,0.17764589190483093,0.1765497624874115,0.17746984958648682,0.1767299324274063,0.17615501582622528,0.17573997378349304,0.17742110788822174,0.17733430862426758,0.17739900946617126,0.17761310935020447,0.17797499895095825,0.18059785664081573,0.1812865287065506,0.18212471902370453,0.183113232254982,0.18425357341766357,0.18554772436618805,0.18699829280376434,0.18860836327075958,0.19038166105747223,0.1923224776983261,0.19443580508232117,0.19672724604606628,0.1992029845714569,0.20187009871006012,0.20473630726337433,0.20781029760837555,0.2111014574766159,0.21462035179138184,0.21837837994098663,0.22238819301128387,0.2266635298728943,0.23121961951255798,0.23607300221920013,0.2412419468164444,0.24674639105796814,0.2526082992553711,0.25885167717933655,0.2655031681060791,0.2775093615055084,0.2852962613105774,0.293605774641037,0.3024788498878479,0.31196075677871704,0.3286180794239044,0.3398328423500061,0.3518553674221039,0.36476051807403564,0.38715094327926636,0.38956841826438904,0.3814607858657837,0.3813011646270752,0.3748430609703064,0.36932748556137085,0.3708581030368805,0.36680924892425537,0.3635994493961334,0.359987735748291,0.3581591844558716,0.35686159133911133,0.35269901156425476,0.3523494005203247,0.35248008370399475,0.3495679497718811,0.35055825114250183,0.3483951985836029,0.3502110242843628,0.3487510681152344,0.347616583108902,0.3467976152896881,0.35011520981788635,0.3499441146850586,0.35007184743881226,0.35049426555633545,0.35120850801467896,0.3563845455646515,0.3577437102794647,0.3593977987766266,0.3613486588001251,0.36359909176826477,0.3661530911922455,0.369015634059906,0.37219300866127014,0.3756925165653229,0.37952256202697754,0.38369306921958923,0.38821491599082947,0.3931005895137787,0.39836394786834717
,0.3443865478038788,0.3309190571308136,0.31867220997810364,0.3075120449066162,0.29732489585876465,0.2880149185657501,0.27949273586273193,0.2716921865940094,0.2645419239997864,0.25799018144607544,0.2519908547401428,0.24649754166603088,0.2414790838956833,0.2369047850370407,0.22679771482944489,0.2232595831155777,0.22006547451019287,0.2172006070613861,0.21464776992797852,0.20770682394504547,0.20589426159858704,0.20435293018817902,0.20307864248752594,0.1980396807193756,0.19738167524337769,0.19327542185783386,0.19319424033164978,0.1899203062057495,0.18712449073791504,0.1879023015499115,0.18585391342639923,0.1842254102230072,0.18239109218120575,0.1814645379781723,0.18080714344978333,0.17869801819324493,0.17852096259593964,0.17858703434467316,0.17711158096790314,0.17761318385601044,0.17651735246181488,0.1774371862411499,0.17669746279716492,0.1761227548122406,0.1757078319787979,0.17738854885101318,0.17730170488357544,0.17736642062664032,0.1775805652141571,0.17794238030910492,0.18056468665599823,0.1812533587217331,0.18209141492843628,0.18307967483997345,0.1842198520898819,0.1855136752128601,0.1869639754295349,0.1885738968849182,0.1903468668460846,0.19228723645210266,0.19440017640590668,0.19669130444526672,0.19916662573814392,0.20183312892913818,0.20469887554645538,0.2077721357345581,0.21106275916099548,0.21458123624324799,0.21833859384059906,0.22234749794006348,0.2266221046447754,0.23117759823799133,0.23603014647960663,0.24119798839092255,0.24670147895812988,0.25256213545799255,0.2588043808937073,0.26545488834381104,0.27745872735977173,0.28524425625801086,0.29355260729789734,0.3024241328239441,0.3119041323661804,0.32855817675590515,0.33977094292640686,0.35179272294044495,0.36469560861587524,0.38708189129829407,0.38967815041542053,0.38156771659851074,0.3814082443714142,0.37494969367980957,0.3694320023059845,0.3709639608860016,0.366913378238678,0.3637038767337799,0.3600912094116211,0.35826221108436584,0.3569643497467041,0.3528006374835968,0.35245102643966675,0.3525818884372711,0.3496689200401306,0.3506596088409424,0.3484960198402405,0.3503125011920929,0.3488521873950958,0.34771740436553955,0.34689825773239136,0.35021698474884033,0.3500458896160126,0.3501737415790558,0.3505963981151581,0.3513108789920807,0.3564886152744293,0.35784825682640076,0.3595028817653656,0.36145442724227905,0.363705575466156,0.3662604093551636,0.3691239356994629,0.3723022937774658,0.3758029341697693,0.37963420152664185,0.383806049823761,0.388329416513443,0.39321663975715637,0.3984816372394562
,0.344332218170166,0.33086663484573364,0.31862130761146545,0.30746299028396606,0.29727721214294434,0.28796282410621643,0.2794424891471863,0.2716463506221771,0.2644978165626526,0.2579488754272461,0.2519504129886627,0.2464609295129776,0.2414436936378479,0.2368602752685547,0.22675791382789612,0.2232208102941513,0.22002863883972168,0.217164546251297,0.21461446583271027,0.207672581076622,0.20586079359054565,0.20432063937187195,0.20304685831069946,0.19800682365894318,0.19734972715377808,0.19324247539043427,0.1931617259979248,0.18989036977291107,0.18709644675254822,0.18787173926830292,0.18582072854042053,0.1841949224472046,0.18236425518989563,0.181438148021698,0.18078073859214783,0.1786719709634781,0.17849482595920563,0.17856091260910034,0.17708568274974823,0.17758724093437195,0.17649148404598236,0.1774115115404129,0.1766718477010727,0.176097109913826,0.17568223178386688,0.17736278474330902,0.17727603018283844,0.17734073102474213,0.1775546669960022,0.17791645228862762,0.18053844571113586,0.18122687935829163,0.18206480145454407,0.18305329978466034,0.18419329822063446,0.18548701703548431,0.1869371235370636,0.18854662775993347,0.19031937420368195,0.1922595500946045,0.19437220692634583,0.19666282832622528,0.19913776218891144,0.20180396735668182,0.2046692818403244,0.20774266123771667,0.21103277802467346,0.21455053985118866,0.21830737590789795,0.22231586277484894,0.2265898585319519,0.23114444315433502,0.2359963208436966,0.24116355180740356,0.24666628241539001,0.25252625346183777,0.25876760482788086,0.26541683077812195,0.27741968631744385,0.285204142332077,0.29351097345352173,0.3023812472820282,0.3118601441383362,0.32851216197013855,0.3397233784198761,0.3517429828643799,0.3646441400051117,0.3870276212692261,0.3897731900215149,0.3816608786582947,0.3815010190010071,0.37503910064697266,0.3695200979709625,0.371052086353302,0.3670004904270172,0.36378955841064453,0.3601785898208618,0.35834893584251404,0.35705047845840454,0.3528856635093689,0.3525356948375702,0.3526662588119507,0.3497524857521057,0.3507431149482727,0.3485788404941559,0.35039541125297546,0.3489345908164978,0.3477994203567505,0.34697991609573364,0.35029900074005127,0.3501277267932892,0.35025539994239807,0.3506779968738556,0.3513924479484558,0.35657092928886414,0.35793066024780273,0.3595854640007019,0.36153721809387207,0.3637886643409729,0.3663438856601715,0.3692077398300171,0.372386634349823,0.3758877217769623,0.37971964478492737,0.38389214873313904,0.3884161710739136,0.3933041989803314,0.39857006072998047
,0.34428417682647705,0.3308217525482178,0.31857913732528687,0.30742302536964417,0.2972393333911896,0.2879273295402527,0.27940797805786133,0.2716120183467865,0.264464408159256,0.25791531801223755,0.2519175112247467,0.24642939865589142,0.24141280353069305,0.23683468997478485,0.22673273086547852,0.2231956571340561,0.22000283002853394,0.2171391099691391,0.21459324657917023,0.2076469361782074,0.20583534240722656,0.20429112017154694,0.20301774144172668,0.1979820728302002,0.19732442498207092,0.19321687519550323,0.1931362748146057,0.18986868858337402,0.1870744824409485,0.18784931302070618,0.18579860031604767,0.18417294323444366,0.18234163522720337,0.18141525983810425,0.18075807392597198,0.17864957451820374,0.17847231030464172,0.17853868007659912,0.17706359922885895,0.17756502330303192,0.17646928131580353,0.17738917469978333,0.17664963006973267,0.17607486248016357,0.17566002905368805,0.17734064161777496,0.17725376784801483,0.17731846868991852,0.17753225564956665,0.1778940111398697,0.18051594495773315,0.1812041699886322,0.18204201757907867,0.18302996456623077,0.18416981399059296,0.18546365201473236,0.18691353499889374,0.18852275609970093,0.1902952790260315,0.19223549962043762,0.19434787333011627,0.1966380774974823,0.19911272823810577,0.20177847146987915,0.20464342832565308,0.20771633088588715,0.21100610494613647,0.21452322602272034,0.21827957034111023,0.22228747606277466,0.22656090557575226,0.23111523687839508,0.2359665334224701,0.241132915019989,0.24663490056991577,0.25249460339546204,0.25873520970344543,0.26538339257240295,0.27738404273986816,0.2851674258708954,0.2934738099575043,0.3023429214954376,0.3118203580379486,0.3284700810909271,0.33967989683151245,0.35169854760169983,0.3645981252193451,0.3869783282279968,0.38984212279319763,0.38172808289527893,0.3815686106681824,0.37510716915130615,0.36958783864974976,0.3711203336715698,0.36706864833831787,0.36385756731033325,0.36025354266166687,0.3584236800670624,0.35712507367134094,0.35295945405960083,0.3526095747947693,0.3527403473854065,0.34982606768608093,0.35081708431243896,0.3486524522304535,0.35046958923339844,0.34900858998298645,0.3478732407093048,0.3470536768436432,0.3503737151622772,0.3502025008201599,0.35033032298088074,0.3507530987262726,0.3514678180217743,0.35664770007133484,0.35800784826278687,0.3596631586551666,0.36161550879478455,0.3638675808906555,0.36642345786094666,0.3692881166934967,0.3724678158760071,0.37596991658210754,0.37980276346206665,0.38397637009620667,0.3885015547275543,0.39339086413383484,0.3986580967903137
,0.3442535996437073,0.3307918310165405,0.3185494542121887,0.30739298462867737,0.29720959067344666,0.28790244460105896,0.2793838083744049,0.27158159017562866,0.26443469524383545,0.2578901946544647,0.2518931031227112,0.24640308320522308,0.2413868010044098,0.23680871725082397,0.2267056405544281,0.223169207572937,0.21998104453086853,0.21711774170398712,0.21456684172153473,0.2076195329427719,0.20580799877643585,0.20427152514457703,0.20299799740314484,0.19796231389045715,0.19730302691459656,0.19319555163383484,0.19311454892158508,0.18984761834144592,0.18705157935619354,0.18782559037208557,0.18577826023101807,0.18415145576000214,0.18232502043247223,0.18139885365962982,0.18074163794517517,0.17863334715366364,0.17845621705055237,0.17852233350276947,0.17704740166664124,0.1775488406419754,0.17645341157913208,0.17737296223640442,0.17663347721099854,0.17605914175510406,0.17564435303211212,0.1773245483636856,0.17723779380321503,0.17730247974395752,0.17751646041870117,0.17787817120552063,0.1804996132850647,0.18118791282176971,0.18202564120292664,0.18301363289356232,0.18415337800979614,0.1854468286037445,0.18689659237861633,0.18850578367710114,0.19027812778949738,0.19221799075603485,0.19433018565177917,0.19662027060985565,0.1990947127342224,0.20176073908805847,0.2046254724264145,0.20769774913787842,0.21098722517490387,0.2145041674375534,0.21826021373271942,0.22226792573928833,0.22654101252555847,0.23109465837478638,0.23594547808170319,0.2411116063594818,0.24661315977573395,0.2524718642234802,0.25871193408966064,0.2653597593307495,0.2773595154285431,0.28514230251312256,0.29344746470451355,0.3023158311843872,0.3117934465408325,0.3284419775009155,0.33965083956718445,0.3516678810119629,0.3645663261413574,0.3869451582431793,0.3899044990539551,0.3817891776561737,0.3816292881965637,0.3751658797264099,0.36964482069015503,0.37117695808410645,0.36712488532066345,0.36391255259513855,0.3603075444698334,0.3584772050380707,0.3571782112121582,0.3530118465423584,0.35266172885894775,0.35279226303100586,0.34987741708755493,0.3508683443069458,0.3487032651901245,0.35052040219306946,0.3490590453147888,0.3479234278202057,0.3471035659313202,0.35042378306388855,0.3502523899078369,0.3503800630569458,0.3508027493953705,0.3515174388885498,0.3566977083683014,0.35805782675743103,0.35971319675445557,0.36166560649871826,0.3639177978038788,0.36647385358810425,0.3693386912345886,0.3725185990333557,0.3760209083557129,0.37985408306121826,0.38402798771858215,0.38855358958244324,0.3934432566165924,0.3987109065055847
